Brand,Year,Model,Car/Suv,UsedOrNew,Transmission,Engine,DriveType,FuelType,ColourExtInt,CylindersinEngine,BodyType,Doors,Seats,Price
Audi,2017.0,Q2,SUV,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,Red / Black,4 cyl,SUV, 4 Doors, 5 Seats,29990
Mazda,2015.0,CX-5,SUV,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,White / Black,4 cyl,SUV, 4 Doors, 5 Seats,24990
Holden,2013.0,Captiva,SUV,USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,White / -,4 cyl,SUV, 4 Doors, 7 Seats,15990
Mercedes-Benz,2015.0,C250,Sedan,USED,Automatic,"4 cyl, 2 L",Rear,Premium,White / Black,4 cyl,Sedan, 4 Doors, 5 Seats,39999
Toyota,2011.0,Yaris,Hatchback,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,Grey / Black,4 cyl,Hatchback, 3 Doors, 5 Seats,13990
Hyundai,2019.0,Elantra,Sedan,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Red / -,4 cyl,Sedan, 4 Doors, 5 Seats,23990
Toyota,2019.0,RAV4,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Grey / Black,4 cyl,SUV, 5 Doors, 5 Seats,36990
Holden,2011.0,Commodore,Sedan,USED,Manual,"6 cyl, 3.6 L",Rear,Unleaded,Blue / Black,6 cyl,Sedan, 4 Doors, 5 Seats,24995
Lexus,2016.0,GS350,Sedan,USED,Automatic,"6 cyl, 3.5 L",Rear,Premium,Silver / -,6 cyl,Sedan, 4 Doors, 5 Seats,46990
Hyundai,2018.0,I30,Hatchback,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,White / Black,4 cyl,Hatchback, 4 Doors, 5 Seats,23888
Mercedes-Benz,2018.0,A200,Hatchback,USED,Automatic,"4 cyl, 1.3 L",Front,Premium,Grey / 2018/08,4 cyl,Hatchback, 5 Doors, 5 Seats,44950
Mercedes-Benz,2016.0,GLA180,SUV,USED,Automatic,"4 cyl, 1.6 L",Front,Premium,White / Black,4 cyl,SUV, 4 Doors, 5 Seats,29888
Hyundai,2017.0,Elantra,Sedan,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Silver / -,4 cyl,Sedan, 4 Doors, 5 Seats,21990
Ford,2018.0,Ranger,Ute / Tray,USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,Grey / Black,5 cyl,Ute / Tray, 4 Doors, 5 Seats,51990
MG,2021.0,MG3,Hatchback,USED,Automatic,"4 cyl, 1.5 L",Front,Premium,Blue / Black,4 cyl,Hatchback, 5 Doors, 5 Seats,19990
Mazda,2014.0,CX-9,SUV,USED,Automatic,"6 cyl, 3.7 L",4WD,Unleaded,- / -,6 cyl,SUV, 4 Doors, 7 Seats,25950
Mazda,2012.0,BT-50,Ute / Tray,USED,Manual,"5 cyl, 3.2 L",4WD,Diesel,Grey / -,5 cyl,Ute / Tray, 4 Doors, 4 Seats,15990
Honda,2019.0,CR-V,SUV,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,White / Black,4 cyl,SUV, 4 Doors, 5 Seats,36990
Isuzu,2019.0,D-MAX,Ute / Tray,USED,Automatic,"4 cyl, 3 L",4WD,Diesel,Silver / -,4 cyl,Ute / Tray, 4 Doors, 5 Seats,34880
Toyota,2019.0,HiAce,Commercial,USED,Automatic,"4 cyl, 2.8 L",Rear,Diesel,White / -,4 cyl,Commercial, 4 Doors, 2 Seats,54950
Hyundai,2013.0,I30,Hatchback,USED,Manual,"4 cyl, 2 L",Front,Unleaded,Black / -,4 cyl,Hatchback, 5 Doors, 5 Seats,13950
Holden,2016.0,Colorado,Ute / Tray,USED,Automatic,"4 cyl, 2.8 L",Rear,Diesel,Grey / Grey,4 cyl,Ute / Tray, 4 Doors, 5 Seats,19990
Nissan,2019.0,Navara,Ute / Tray,USED,Automatic,"4 cyl, 2.3 L",4WD,Diesel,White / -,4 cyl,Ute / Tray, 4 Doors, 5 Seats,47990
Porsche,2002.0,911,Convertible,USED,Automatic,"6 cyl, 3.6 L",Rear,Premium,Black / -,6 cyl,Convertible, 2 Doors, 4 Seats,89990
Subaru,2020.0,Forester,SUV,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,Red / -,4 cyl,SUV, 4 Doors, 5 Seats,33990
Audi,2019.0,A3,Sedan,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,White / Black,4 cyl,Sedan, 4 Doors, 5 Seats,38990
GWM,2022.0,UTE,National Capital Motors New Cars,DEMO,Automatic,"4 cyl, 2 L",4WD,Diesel,Grey / Charcoal Comfort,4 cyl,Ute / Tray, 4 Doors, 5 Seats,41985
Mazda,2023.0,CX-9,Liverpool Mazda New Cars,NEW,Automatic,"4 cyl, 2.5 L",Front,Unleaded,Grey / -,4 cyl,SUV, 4 Doors, 7 Seats,71712
Toyota,2017.0,Camry,Sedan,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,Silver / -,4 cyl,Sedan, 4 Doors, 5 Seats,19990
Hyundai,2018.0,I30,Hatchback,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Red / Black,4 cyl,Hatchback, 4 Doors, 5 Seats,23490
Toyota,2017.0,C-HR,SUV,USED,Automatic,"4 cyl, 1.2 L",Front,Premium,Red / -,4 cyl,SUV, 4 Doors, 5 Seats,19800
Toyota,2012.0,Kluger,SUV,USED,Automatic,"6 cyl, 3.5 L",4WD,Unleaded,Black / -,6 cyl,SUV, 4 Doors, 5 Seats,19988
Alfa,2006.0,Romeo,Sedan,USED,Manual,"4 cyl, 2 L",Front,Premium,Cream / -,4 cyl,Sedan, 4 Doors, 5 Seats,88
Mazda,2015.0,3,Hatchback,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,Grey / Cloth,4 cyl,Hatchback, 5 Doors, 5 Seats,19999
Holden,2018.0,Commodore,Wagon,USED,Automatic,"4 cyl, 2 L",Front,Premium,Black / Grey,4 cyl,Wagon, 4 Doors, 5 Seats,16990
Toyota,2019.0,Hilux,Ute / Tray,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,White / Black Fabric,4 cyl,Ute / Tray, 4 Doors, 5 Seats,48990
Volkswagen,2019.0,Tiguan,SUV,USED,Automatic,"4 cyl, 2 L",AWD,Premium,Silver / -,4 cyl,SUV, 4 Doors, 5 Seats,36990
Toyota,2021.0,Fortuner,SUV,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,White / Leather,4 cyl,SUV, 4 Doors, 7 Seats,67555
Subaru,2018.0,Impreza,Sedan,USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,Grey / -,4 cyl,Sedan, 4 Doors, 5 Seats,20950
Hyundai,2020.0,I30,Hatchback,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,White / Standard Trim,4 cyl,Hatchback, 4 Doors, 5 Seats,22888
Mitsubishi,2018.0,Triton,Ute / Tray,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,White / Dark Grey Cloth,4 cyl,Ute / Tray, 4 Doors, 5 Seats,32998
Kia,2021.0,Cerato,Hatchback,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,Orange / -,4 cyl,Hatchback, 5 Doors, 5 Seats,36950
Honda,2000.0,Integra,Coupe,USED,Manual,"4 cyl, 1.8 L",Front,Premium,Black / Black,4 cyl,Coupe, 2 Doors, 4 Seats,48880
Nissan,2017.0,Pathfinder,SUV,USED,Automatic,"6 cyl, 3.5 L",Front,Premium,Black / -,6 cyl,SUV, 4 Doors, 7 Seats,34999
Holden,2012.0,Captiva,SUV,USED,Automatic,"6 cyl, 3 L",AWD,Unleaded,Black / -,6 cyl,SUV, 4 Doors, 7 Seats,12800
Toyota,2020.0,Camry,Sedan,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,White / 2Vfa20,4 cyl,Sedan, 4 Doors, 5 Seats,37990
Holden,2019.0,Astra,Hatchback,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,Red / -,4 cyl,Hatchback, 5 Doors, 5 Seats,22444
Subaru,2019.0,Forester,SUV,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,Silver / Black,4 cyl,SUV, 4 Doors, 5 Seats,36987
Nissan,2013.0,Dualis,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,White / Black,4 cyl,SUV, 4 Doors, 7 Seats,16490
Isuzu,2017.0,MU-X,SUV,USED,Automatic,"4 cyl, 3 L",4WD,Diesel,Silver / -,4 cyl,SUV, 4 Doors, 7 Seats,44951
Hyundai,2016.0,Iload,Commercial,USED,Automatic,"4 cyl, 2.5 L",Rear,Diesel,White / -,4 cyl,Commercial, 4 Doors, 3 Seats,26990
Kia,2021.0,Picanto,Hatchback,USED,Automatic,"4 cyl, 1.2 L",Front,Unleaded,White / -,4 cyl,Hatchback, 5 Doors, 5 Seats,19868
Audi,2017.0,Q5,SUV,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,Blue / -,4 cyl,SUV, 4 Doors, 5 Seats,37999
Great,2013.0,Wall,Ute / Tray,USED,Manual,"4 cyl, 2.4 L",Rear,Unleaded,White / -,4 cyl,Ute / Tray, 2 Doors, 2 Seats,7992
Volkswagen,2022.0,Touareg,Alto Volkswagen New Cars,NEW,Automatic,"6 cyl, 3 L",AWD,Diesel,Grey / Soul Black,6 cyl,SUV, 4 Doors, 5 Seats,98887
Hyundai,2014.0,I30,Hatchback,USED,Manual,"4 cyl, 1.8 L",Front,Unleaded,White / Grey,4 cyl,Hatchback, 5 Doors, 5 Seats,13999
Nissan,2018.0,Navara,Ute / Tray,USED,Manual,"4 cyl, 2.3 L",Rear,Diesel,White / -,4 cyl,Ute / Tray, 2 Doors, 2 Seats,19990
Honda,2021.0,CR-V,SUV,USED,Automatic,"4 cyl, 1.5 L",AWD,Unleaded,Silver / Leather,4 cyl,SUV, 4 Doors, 5 Seats,49990
Mitsubishi,2018.0,ASX,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Grey / -,4 cyl,SUV, 4 Doors, 5 Seats,21999
Mazda,2012.0,2,Hatchback,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,Black / Cloth,4 cyl,Hatchback, 5 Doors, 5 Seats,16705
Toyota,2021.0,Corolla,Hatchback,USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,Silver / 44Fa20,4 cyl,Hatchback, 5 Doors, 5 Seats,29888
Mitsubishi,2013.0,Pajero,SUV,USED,Automatic,"4 cyl, 3.2 L",4WD,Diesel,Grey / -,4 cyl,SUV, 4 Doors, 5 Seats,17999
BMW,2003.0,530I,Sedan,USED,Automatic,"6 cyl, 3 L",Rear,Premium,Blue / Montana Grey Leather,6 cyl,Sedan, 4 Doors, 5 Seats,12999
Hyundai,2015.0,Accent,Sedan,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,White / Black,4 cyl,Sedan, 4 Doors, 5 Seats,14888
HSV,2004.0,Avalanche,Ute / Tray,USED,Automatic,"8 cyl, 5.7 L",AWD,Premium,White / -,8 cyl,Ute / Tray, 4 Doors, 5 Seats,31995
Renault,2021.0,Koleos,SUV,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,Red / -,4 cyl,SUV, 4 Doors, 5 Seats,27888
Mitsubishi,2012.0,Lancer,Sedan,USED,Manual,"4 cyl, 2 L",Front,Unleaded,Black / -,4 cyl,Sedan, 4 Doors, 5 Seats,12992
Honda,2017.0,Civic,Sedan,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,Silver / Black,4 cyl,Sedan, 4 Doors, 5 Seats,29990
Toyota,2018.0,Hilux,Ute / Tray,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,White / Black,4 cyl,Ute / Tray, 4 Doors, 5 Seats,49990
Hyundai,2015.0,IX35,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,White / -,4 cyl,SUV, 4 Doors, 5 Seats,16913
Toyota,2013.0,Camry,Sedan,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,White / -,4 cyl,Sedan, 4 Doors, 5 Seats,12990
Kia,2015.0,RIO,Hatchback,USED,Manual,"4 cyl, 1.4 L",Front,Unleaded,White / Black,4 cyl,Hatchback, 3 Doors, 5 Seats,14995
Porsche,2019.0,Cayenne,SUV,USED,Automatic,"6 cyl, 2.9 L",AWD,Premium,Black / Black,6 cyl,SUV, 4 Doors, 5 Seats,144880
Hyundai,2020.0,I30,Hatchback,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,White / -,4 cyl,Hatchback, 4 Doors, 5 Seats,28800
Mitsubishi,2022.0,Outlander,SUV,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,White / Black,4 cyl,SUV, 4 Doors, 5 Seats,38502
Mazda,2013.0,CX-5,SUV,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,Silver / -,4 cyl,SUV, 4 Doors, 5 Seats,17886
Jaguar,2009.0,X,Sedan,USED,Automatic,"4 cyl, 2.2 L",Front,Diesel,Black / Black,4 cyl,Sedan, 4 Doors, 5 Seats,15990
Mercedes-Benz,2013.0,CLA200,Sedan,USED,Automatic,"4 cyl, 1.6 L",Front,Premium,Black / Black,4 cyl,Sedan, 4 Doors, 5 Seats,24999
Holden,2018.0,Trailblazer,SUV,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,Blue / -,4 cyl,SUV, 4 Doors, 7 Seats,32990
Mazda,2011.0,BT-50,Ute / Tray,USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,Black / Ebony,5 cyl,Ute / Tray, 4 Doors, 5 Seats,28999
Hyundai,2023.0,I30,Hatchback,USED,Automatic,"4 cyl, 2 L",Front,Premium,Black / Black,4 cyl,Hatchback, 5 Doors, 5 Seats,66990
Toyota,2017.0,RAV4,SUV,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,White / Grey,4 cyl,SUV, 4 Doors, 5 Seats,25990
Mitsubishi,2018.0,Triton,Ute / Tray,USED,Automatic,"4 cyl, 2.4 L",Rear,Diesel,White / Grey,4 cyl,Ute / Tray, 4 Doors, 5 Seats,25490
Hyundai,2020.0,Kona,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Blue / Black,4 cyl,SUV, 4 Doors, 5 Seats,26880
Toyota,2002.0,Landcruiser,SUV,USED,Automatic,"6 cyl, 4.2 L",4WD,Diesel,Gold / Beige,6 cyl,SUV, 4 Doors, 8 Seats,32999
Skoda,2016.0,Superb,Wagon,USED,Automatic,"4 cyl, 2 L",Front,Premium,Grey / Black,4 cyl,Wagon, 4 Doors, 5 Seats,29990
GWM,2022.0,Haval,Shellharbour GWM Haval,NEW,Automatic,"4 cyl, 1.5 L",Front,Hybrid,Red / -Le02,4 cyl,SUV, 4 Doors, 5 Seats,38990
Nissan,2016.0,X-Trail,SUV,USED,Automatic,"4 cyl, 1.6 L",Front,Diesel,Grey / Grey,4 cyl,SUV, 4 Doors, 5 Seats,25990
Holden,2018.0,Colorado,Ute / Tray,USED,Manual,"4 cyl, 2.8 L",4WD,Diesel,White / -,4 cyl,Ute / Tray, 4 Doors, 5 Seats,41990
Ford,2018.0,Mustang,Coupe,USED,Automatic,"8 cyl, 5 L",Rear,Premium,Silver / -,8 cyl,Coupe, 2 Doors, 4 Seats,56873
Hyundai,2016.0,Tucson,SUV,USED,Automatic,"4 cyl, 1.6 L",AWD,Unleaded,Red / -,4 cyl,SUV, 4 Doors, 5 Seats,29990
Isuzu,2022.0,MU-X,SUV,USED,Automatic,"4 cyl, 3 L",Front,Diesel,White / Black,4 cyl,SUV, 4 Doors, 7 Seats,53990
Toyota,2019.0,HiAce,People Mover,USED,Automatic,"4 cyl, 2.8 L",Rear,Diesel,White / -,4 cyl,People Mover, 3 Doors, 12 Seats,71990
Volkswagen,2018.0,Golf,Wagon,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,White / Black,4 cyl,Wagon, 4 Doors, 5 Seats,21880
Mitsubishi,2023.0,Triton,Upper Hunter Automotive New Cars,NEW,Automatic,"4 cyl, 2.4 L",4WD,Diesel,White / Black Leather,4 cyl,Ute / Tray, 4 Doors, 5 Seats,62280
Ford,2017.0,Ecosport,SUV,USED,Automatic,"4 cyl, 1.5 L",Front,Premium,Silver / -,4 cyl,SUV, 4 Doors, 5 Seats,17888
Mazda,2008.0,3,Hatchback,USED,Manual,"4 cyl, 2 L",Front,Diesel,Blue / Black,4 cyl,Hatchback, 5 Doors, 5 Seats,6990
Mazda,2022.0,CX-3,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,- / -,4 cyl,SUV, 4 Doors, 5 Seats,30986
Ford,2012.0,Falcon,Sedan,USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,Grey / -,6 cyl,Sedan, 4 Doors, 5 Seats,16999
BMW,2018.0,M3,Sedan,USED,Automatic,"6 cyl, 3 L",Rear,Premium,Blue / -,6 cyl,Sedan, 4 Doors, 5 Seats,108888
Holden,2005.0,Adventra,SUV,USED,Automatic,"6 cyl, 3.6 L",AWD,Unleaded,Silver / -,6 cyl,SUV, 4 Doors, 5 Seats,8500
Mercedes-Benz,2020.0,C43,Wagon,USED,Automatic,"6 cyl, 3 L",AWD,Premium,Grey / -,6 cyl,Wagon, 4 Doors, 5 Seats,99900
GWM,2023.0,Haval,"Westpoint Haval, GWM, Mahindra, SsangYong",NEW,Automatic,"4 cyl, 1.5 L",Front,-,White / -,4 cyl,SUV, 4 Doors, 5 Seats,35990
Skoda,2018.0,Octavia,Wagon,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,Red / -,4 cyl,Wagon, 4 Doors, 5 Seats,24950
Holden,2014.0,Cruze,Hatchback,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,Black / Black,4 cyl,Hatchback, 5 Doors, 5 Seats,10999
Mazda,2014.0,3,Hatchback,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Black / -,4 cyl,Hatchback, 5 Doors, 5 Seats,17369
Mitsubishi,2023.0,Outlander,Pickering Auto Group Mitsubishi New Car,NEW,Automatic,"4 cyl, 2.5 L",Front,Unleaded,Red / -,4 cyl,SUV, 4 Doors, 5 Seats,43650
Jaguar,2016.0,XE,Sedan,USED,Automatic,"4 cyl, 2 L",Rear,Premium,Blue / Cloth,4 cyl,Sedan, 4 Doors, 5 Seats,33988
Honda,2005.0,CR-V,SUV,USED,Automatic,"4 cyl, 2.4 L",4WD,Unleaded,White / -,4 cyl,SUV, 4 Doors, 5 Seats,8500
Mazda,2006.0,6,Hatchback,USED,Automatic,"4 cyl, 2.3 L",Front,Premium,Blue / -,4 cyl,Hatchback, 5 Doors, 5 Seats,8990
Kia,2017.0,Carnival,Wagon,USED,Automatic,"6 cyl, 3.3 L",Front,Unleaded,White / -,6 cyl,Wagon, 4 Doors, 8 Seats,23950
Toyota,2016.0,Corolla,Hatchback,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,White / -,4 cyl,Hatchback, 5 Doors, 5 Seats,17999
Mercedes-Benz,2017.0,GLA250,SUV,USED,Automatic,"4 cyl, 2 L",AWD,Premium,Black / Beige,4 cyl,SUV, 4 Doors, 5 Seats,37500
Ford,2016.0,Focus,Hatchback,USED,Manual,"4 cyl, 2 L",Front,Premium,Grey / Grey,4 cyl,Hatchback, 5 Doors, 5 Seats,26888
Hyundai,2012.0,IX35,SUV,USED,Manual,"4 cyl, 2 L",Front,Unleaded,Silver / Grey,4 cyl,SUV, 4 Doors, 5 Seats,10995
Mazda,2018.0,CX-9,SUV,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,Red / Black Leather,4 cyl,SUV, 4 Doors, 7 Seats,33990
Volkswagen,2018.0,Golf,Hatchback,USED,Automatic,"4 cyl, 2 L",AWD,Premium,Black / -,4 cyl,Hatchback, 5 Doors, 5 Seats,47990
Mitsubishi,2014.0,Mirage,Hatchback,USED,Manual,"3 cyl, 1.2 L",Front,Unleaded,Red / -,3 cyl,Hatchback, 5 Doors, 5 Seats,7990
Ford,2009.0,Falcon,Sedan,USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,Silver / -,6 cyl,Sedan, 4 Doors, 5 Seats,12990
Audi,2022.0,Q3,Audi Centre Gold Coast NEW Frizelle Sunshine Automotive,DEMO,Automatic,"4 cyl, 1.4 L",Front,Premium,Blue / Black,4 cyl,SUV, 4 Doors, 5 Seats,54990
Nissan,2017.0,Navara,Ute / Tray,USED,Automatic,"4 cyl, 2.3 L",4WD,Diesel,Silver / Cloth,4 cyl,Ute / Tray, 4 Doors, 5 Seats,38990
Mitsubishi,2016.0,ASX,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Silver / Black,4 cyl,SUV, 4 Doors, 5 Seats,19900
Mazda,2015.0,3,Hatchback,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Silver / Grey,4 cyl,Hatchback, 5 Doors, 5 Seats,23990
BMW,2010.0,X5,SUV,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,Black / -,6 cyl,SUV, 4 Doors, 5 Seats,19999
Mitsubishi,2012.0,Triton,Ute / Tray,USED,Automatic,"4 cyl, 2.5 L",4WD,Diesel,White / -,4 cyl,Ute / Tray, 4 Doors, 5 Seats,14989
Mercedes-Benz,2018.0,C300,Wagon,USED,Automatic,"4 cyl, 2 L",Rear,Premium,White / -,4 cyl,Wagon, 4 Doors, 4 Seats,49800
Mitsubishi,2022.0,Eclipse,SUV,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,White / Leather,4 cyl,SUV, 4 Doors, 5 Seats,39990
Lexus,2018.0,CT,Hatchback,USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,Blue / White,4 cyl,Hatchback, 5 Doors, 5 Seats,43990
Audi,2013.0,Q7,SUV,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,White / -,6 cyl,SUV, 4 Doors, 7 Seats,25800
Honda,2010.0,City,Sedan,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,Black / -,4 cyl,Sedan, 4 Doors, 5 Seats,8950
Nissan,2012.0,Micra,Hatchback,USED,Automatic,"3 cyl, 1.2 L",Front,Unleaded,Red / Grey,3 cyl,Hatchback, 5 Doors, 5 Seats,9750
Renault,2014.0,Koleos,SUV,USED,Automatic,"4 cyl, 2.5 L",Front,Premium,Grey / Black,4 cyl,SUV, 4 Doors, 5 Seats,11995
Toyota,2017.0,Corolla,Hatchback,USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,White / -,4 cyl,Hatchback, 5 Doors, 5 Seats,29990
Mazda,2018.0,BT-50,Ute / Tray,USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,White / Black,5 cyl,Ute / Tray, 4 Doors, 4 Seats,47990
Hyundai,2012.0,I20,Hatchback,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,Red / Grey,4 cyl,Hatchback, 5 Doors, 5 Seats,9985
Renault,2022.0,Arkana,Castle Hill Renault,NEW,Automatic,"4 cyl, 1.3 L",Front,Unleaded,White / Black,4 cyl,SUV, 4 Doors, 5 Seats,49990
Toyota,2007.0,Yaris,Hatchback,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,Blue / -,4 cyl,Hatchback, 3 Doors, 5 Seats,9900
Nissan,2021.0,Juke,SUV,USED,Automatic,"3 cyl, 1 L",Front,Premium,White / -,3 cyl,SUV, 5 Doors, 5 Seats,27330
Mercedes-Benz,2013.0,B200,Hatchback,USED,Automatic,"4 cyl, 1.8 L",Front,Diesel,Blue / -,4 cyl,Hatchback, 5 Doors, 5 Seats,27990
Holden,2014.0,Calais,Sedan,USED,Automatic,"8 cyl, 6 L",Rear,Premium,White / Beige,8 cyl,Sedan, 4 Doors, 5 Seats,37870
Toyota,2019.0,Hilux,Ute / Tray,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,White / -,4 cyl,Ute / Tray, 4 Doors, 5 Seats,47980
Holden,2015.0,Cascada,Convertible,USED,Automatic,"4 cyl, 1.6 L",Front,Premium,Silver / -,4 cyl,Convertible, 2 Doors, 4 Seats,16950
Jeep,2022.0,Gladiator,Bellbowrie Motor Group New Cars,NEW,Automatic,"6 cyl, 3.6 L",4WD,Unleaded,Grey / -,6 cyl,Ute / Tray, 4 Doors, 5 Seats,72840
Mitsubishi,2016.0,Triton,Ute / Tray,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,Silver / Gfrey,4 cyl,Ute / Tray, 4 Doors, 5 Seats,39950
Mazda,2018.0,CX-9,SUV,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,Grey / -,4 cyl,SUV, 4 Doors, 7 Seats,47444
Toyota,2022.0,Kluger,SUV,USED,Automatic,"6 cyl, 3.5 L",AWD,Premium,Black / -,6 cyl,SUV, 5 Doors, 7 Seats,74955
Mitsubishi,2018.0,Eclipse,SUV,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,Grey / Grey,4 cyl,SUV, 4 Doors, 5 Seats,31990
Audi,2022.0,Q7,AUDI MORNINGTON,DEMO,Automatic,"6 cyl, 3 L",AWD,Hybrid,Silver / Black,6 cyl,SUV, 4 Doors, 7 Seats,129990
Volkswagen,2019.0,Tiguan,SUV,USED,Automatic,"4 cyl, 2 L",AWD,Premium,White / -,4 cyl,SUV, 4 Doors, 7 Seats,48950
Toyota,2005.0,Hilux,Ute / Tray,USED,Manual,"4 cyl, 3 L",4WD,Diesel,Silver / Grey,4 cyl,Ute / Tray, 2 Doors, 4 Seats,21000
Audi,2021.0,Q7,SUV,USED,Automatic,"6 cyl, 3 L",AWD,Hybrid,Silver / -,6 cyl,SUV, 4 Doors, 7 Seats,82800
GWM,2023.0,Haval,Dominelli GWM,NEW,Automatic,"4 cyl, 1.5 L",Front,-,Blue / Black,4 cyl,SUV, 4 Doors, 5 Seats,37485
Toyota,2020.0,HiAce,Commercial,USED,Automatic,"6 cyl, 3.5 L",Rear,Unleaded,White / Grey,6 cyl,Commercial, 4 Doors, 2 Seats,62999
Holden,2004.0,Commodore,Sedan,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,Blue / -,6 cyl,Sedan, 4 Doors, 5 Seats,6990
Kia,2016.0,Sorento,SUV,USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,White / Grey,4 cyl,SUV, 4 Doors, 7 Seats,28990
Suzuki,2023.0,Ignis,Westpoint Autos Nissan & Suzuki New Cars,NEW,Automatic,"4 cyl, 1.2 L",Front,Premium,Green / Black,4 cyl,SUV, 4 Doors, 4 Seats,27180
MG,2022.0,HS,Alto Blacktown MG,NEW,Automatic,"4 cyl, 1.5 L",Front,Unleaded,Black / Knight Black,4 cyl,SUV, 4 Doors, 5 Seats,36690
Hyundai,2018.0,Tucson,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Silver / Black Leather,4 cyl,SUV, 4 Doors, 5 Seats,26495
Mazda,2016.0,CX-9,SUV,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,Red / Black,4 cyl,SUV, 4 Doors, 7 Seats,34990
MG,2022.0,HS,Oldmac MG New,DEMO,Automatic,"4 cyl, 1.5 L",Front,Hybrid,White / -,4 cyl,SUV, 5 Doors, 5 Seats,45990
Holden,2013.0,Colorado,Ute / Tray,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,White / Grey,4 cyl,Ute / Tray, 4 Doors, 5 Seats,25990
Toyota,1996.0,Landcruiser,Ute / Tray,USED,Manual,"6 cyl, 4.2 L",4WD,Diesel,Burgundy / -,6 cyl,Ute / Tray, 2 Doors, 3 Seats,22000
